partner_id,industry_gic2_code,partner_class_code,partner_gender,partner_name,partner_phone_number,partner_birth_year,partner_address,partner_open_date,partner_close_date
44b3be97-f64e-4b3a-bd76-91703ea25aa7,Computer consultancy activities,B,M,Schlatter GmbH,044 270 42 34,2000-03-27,"Haasstrasse 64
6964 Grenchen",2022-12-11,
8e004027-e976-4e42-a2f1-e27f15f7133a,Individual,I,F,Mariangela Felder,+41 41 132 46 67,1957-08-13,"Maierstrasse 60
2114 Ittigen",2022-02-03,
b34a7835-d9c8-4126-9974-6376ab22472c,Individual,I,F,Clémence Cousin,0269371416,1969-03-21,"70, chemin Tristan Laporte
92324 Lefèvre-sur-Payet",2021-10-08,
d3abbb59-7880-41d1-86c1-b9b623770411,Individual,I,M,Tomislav Schlatter,+41 26 845 22 81,1991-10-13,"Bühlerstrasse 85
4156 Bassersdorf",2022-12-06,
51143039-cd31-4791-b203-b97ec40b0b1a,Individual,I,M,Michael Valencia,454.839.8602x4997,1995-07-11,"9690 Ashley Passage
East Stephanie, NH 38993",2015-09-11,
f3b45a42-d611-41f6-a167-ffcc72dcb0a5,Individual,S,,,,,,2017-12-29,
8f874831-1999-4236-8434-ddaaf83ebfdc,Individual,I,F,Marlis Schenk,022 687 78 89,1957-06-02,"Leunbergerstrasse 18
8403 Worb",2016-04-09,
c101fd40-7055-4183-911d-666d4d2606f2,Individual,I,F,Susann Merz,+41 43 450 65 92,1984-08-24,"Joststrasse 502
8299 Villars-sur-Glâne",2010-03-11,
a18b5777-73d0-4d9a-b864-0f0744709438,Individual,I,M,Nelson Peter,+41 62 568 05 13,1994-10-26,"Haasstrasse 74
8633 Herisau",2012-12-30,
2e75d4e9-4d29-4a01-a049-73480fe753ff,Individual,I,F,Luana Haas,+41 81 034 06 96,1981-04-06,"Schneiderstrasse 55
7390 Riehen",2021-08-24,
c4d35130-b3a6-4d51-b80a-68cb0c841472,Individual,I,M,Alejandro Leu,+41 91 151 95 49,1997-09-22,"Schlatterstrasse 725
9413 Uster",2012-11-24,
19cf51bb-d8fd-480d-a691-e59a8ceee99b,Individual,I,F,Valentine Leu,+41 81 417 89 75,1976-03-23,"Lüthistrasse 12
2362 Hinwil",2016-11-12,
ea0eb36a-efe5-44ff-8552-2f1b38ab56d5,Individual,S,,,,,,2017-05-12,
8be73510-c0d6-4f2e-ba3b-d730b6e1feb4,Individual,I,F,Annette Hofer,+41 22 364 32 21,1993-10-01,"Maierstrasse 88
8755 Sursee",2019-07-23,
951d33ca-5e4d-4df9-a203-3ed65b81439f,Individual,S,,,,,,2016-06-16,
ea963fd6-178b-4e00-bba3-aa582ac4e8d8,Individual,I,F,Fernanda Schneider,033 432 73 80,1993-05-08,"Schnyderstrasse 906
1199 Münchenbuchsee",2018-02-07,
321cffb7-235f-4e42-a6e3-19d98963f7b7,Individual,I,,Antoinette Scherrer,033 455 06 65,1976-04-17,"Itenstrasse 1
8970 Luzern",2012-06-01,
a1c18101-6ccd-471d-9289-7af89b749073,Individual,I,M,Konrad Amrein,+41 52 041 78 56,1981-04-29,"Leustrasse 8
9477 Payerne",2017-03-10,
4c49fb5b-6baa-40fb-a2ca-d3557b4d97ec,Individual,I,M,Florin Knecht,+41 43 687 65 13,1962-07-07,"Reystrasse 74
5635 Monthey",2015-11-24,
bdd9a928-b5a0-4e0f-972d-be3416797a1d,Individual,I,F,Kim Küng,091 079 23 82,2001-07-28,"Sutterstrasse 551
5772 Birsfelden",2019-10-07,
683003ab-e6e7-4cab-bca3-dd07773db746,Individual,I,,Anita Steffen,027 094 29 97,2000-07-24,"Huberstrasse 861
8764 Lausanne",2010-09-17,
72c33deb-da0f-4061-b8bf-04f5cc8a1d3f,Individual,I,M,Wolfgang Suter,+41 24 626 01 65,1982-07-02,"Hunzikerstrasse 47
2548 Lancy",2010-11-09,
d460a61e-99fc-4a7d-bfaa-4ab5017a5463,Individual,I,F,Rosetta Jost,+41 44 161 40 29,1963-03-27,"Scherrerstrasse 5
5472 Lyss",2015-01-19,
78c52432-8099-440b-80a4-74991edd53d3,Individual,I,F,Valeria Fischer,071 459 92 57,1968-08-15,"Grossstrasse 889
8894 Burgdorf",2017-01-28,
5be448d2-e4b4-43e2-9fa6-098c66be7b6c,Individual,I,F,Susanna Winkler,032 055 11 79,1959-02-23,"Pfisterstrasse 911
2913 Versoix",2020-12-28,
19e696c2-efc6-4ba7-a32f-cf9205d22e3c,Individual,I,F,Barbara Schlatter,+41 26 074 62 15,1979-06-22,"Häfligerstrasse 76
3989 Locarno",2018-11-26,
1206077d-5f96-46f7-84d2-0b1b4d600b58,Life insurances,B,M,Sexton-Lee,001-711-322-7925x026,1983-09-17,"0035 Lewis Heights
New Alicia, NY 53169",2014-03-14,
f86ec595-96de-4fda-9afd-0c6351fd91c1,Individual,I,F,Teresa Baumgartner,027 639 08 72,1960-07-11,"Gasserstrasse 4
7479 Bassersdorf",2013-11-24,
c7d620af-bae7-4b5f-b48d-4d41dea93d53,Individual,I,F,Kerstin Kessler,055 789 10 28,1951-10-02,"Lüthistrasse 12
8054 Glarus",2015-07-14,
12bb00c6-f0aa-488e-b441-cee79b8301a3,Individual,I,F,Camilla Thommen,044 665 83 50,1981-04-08,"Furrerstrasse 57
2239 Freienbach",2014-08-19,
64d82d7e-fafd-4320-b90f-64fd288d7b0e,Individual,I,F,Zita Gfeller,091 404 37 10,1991-08-25,"Moserstrasse 91
8958 Winterthur",2014-09-25,
81962342-969c-4403-b97c-8004f4a4891f,Individual,I,F,Lidia Kuhn,044 330 75 57,1972-04-26,"Steinerstrasse 515
3516 Münchenstein",2014-05-08,
f831ea09-c7f2-4127-8211-fc5e348ded17,Individual,I,M,Gzim Rey,052 737 32 06,1993-08-28,"Steffenstrasse 1
4125 Affoltern",2010-04-08,
2d695d35-cbb2-4f23-b4f6-77e30f294784,Individual,S,,,,,,2023-01-30,
326f80cb-9299-4e6e-ad3f-0293d1d7d445,Individual,I,M,Mauro Ammann,+41 26 242 17 27,1976-09-20,"Staubstrasse 9
1582 Wohlen",2013-07-01,
0ac5dd1a-3867-496a-9e9f-6a8f10b6a28a,Individual,I,,Ayse Zingg,+41 52 356 74 96,1962-01-22,"Spörristrasse 34
4457 Richterswil",2010-07-03,
8ea849c9-1757-45ab-ad67-5b5bd052774a,Individual,I,F,Agata Näf,044 260 27 15,1975-10-01,"Martinstrasse 69
9843 Wald",2012-08-30,
90c62e23-e9d0-40fa-8ae5-21e6a0b61cfe,Individual,S,,,,,,2013-05-16,
d33412a4-9ded-48fd-b2c3-ed008f18d3a7,Individual,I,M,Achim Stadelmann,+41 26 810 79 07,1963-07-25,"Widmerstrasse 10
8133 Villars-sur-Glâne",2020-06-24,
a5785afc-cd56-46c9-8bb7-2c1b6b84b141,Individual,I,F,Xenia Wirth,061 335 29 11,1976-09-27,"Zürcherstrasse 4
1917 Zollikon",2016-04-30,
a91195f5-7c15-4c75-b657-0fb539a09670,Individual,I,F,Charlotte Wegmann,061 609 83 34,1970-03-15,"Sidlerstrasse 27
4774 Mendrisio",2021-09-05,
1eaaec6f-7d4a-4b18-b266-b485715536c7,Individual,I,M,Emmanuel Haas,062 721 46 68,1985-07-23,"Wirthstrasse 12
1630 Stäfa",2015-04-20,
b08ca427-967b-4141-9bc5-71ba450562e7,Individual,I,F,Dominique Leu,044 135 72 96,1956-09-03,"Leunbergerstrasse 279
5557 Münchenstein",2012-04-06,
df03e99a-b1a3-4f42-9018-c9c0a673f800,Individual,I,F,Ardita Steiner,+41 21 710 09 61,1962-06-19,"Gutstrasse 55
3833 Glarus",2018-07-15,
8288fdae-4d59-42ce-98c7-5e29c2e81690,Individual,I,M,Ledion Fehr,027 260 78 18,1998-07-26,"Küngstrasse 7
4969 Adliswil",2010-12-16,
7a5e502e-57e0-4fd2-8258-174cf774d242,Individual,S,,,,,,2018-07-09,
5afad1ee-be63-4d39-adb3-2fbd042fe63d,Individual,I,F,Dana Siegrist,+41 32 825 21 75,1967-02-26,"Mettlerstrasse 52
7186 Gossau",2014-12-10,
a5f5cce4-103a-4d4a-9d6b-df9577c7d00f,Individual,I,F,Melissa Studer,033 135 79 22,1982-02-03,"Wolfstrasse 76
4573 Arbon",2012-11-26,
af498ce3-2c8a-490c-80a1-f0879e7c8b7f,Individual,I,F,Eléonore Hodel,+41 43 375 39 07,1995-04-17,"Hugstrasse 8
4249 Buchs",2019-08-11,
5a6bb0eb-f7fe-4581-ad82-0e4fae71e69b,Individual,I,F,Michela Gerber,+41 27 765 24 95,1968-06-16,"Felderstrasse 987
4371 Genf",2018-05-15,
e858490e-a02a-40f8-ba5d-6f21b2aaae6d,Individual,I,M,Jack Wegmann,+41 71 899 28 89,1997-08-31,"Huberstrasse 19
2768 Naters",2015-10-07,
674b8aca-e6ef-4dd6-a290-e318bc79529c,Individual,I,M,Stéphane Pfister,+41 26 752 07 17,1996-08-29,"Geigerstrasse 49
5465 Lugano",2018-06-18,
e6696045-8e3f-45a9-ba65-b6c19f573772,Individual,I,F,Deanna Parsons,(433)269-5434x73343,1996-09-17,"68185 Austin Springs Suite 433
Bradleytown, NJ 46386",2011-02-06,
21813e66-3a1a-48b2-97b5-21c516019a26,Individual,I,M,Said Steiger,031 521 45 61,1956-07-03,"Kernstrasse 66
2632 Neuenburg",2010-07-07,
128459c2-cc86-4613-bef1-4df49375b702,Individual,I,F,Virginia Aebi,+41 61 334 88 44,1968-10-12,"Kälinstrasse 1
4866 Pratteln",2010-05-19,
b178d38d-dcba-4740-9f6e-d34aeac50d7f,Individual,I,F,Ornella Staub,062 618 75 05,1984-11-17,"Zinggstrasse 58
1838 Reinach",2010-05-23,
e6c3f8d7-272e-4730-ac71-055fa12c14dc,Individual,S,,,,,,2020-10-29,
5deb4c39-fb7a-40d9-8318-a9b0fab76913,Individual,I,F,Jolanda Benz,071 956 61 13,1985-03-12,"Kellerstrasse 852
3378 Muri",2010-08-09,
25e62943-4c03-4043-b29b-361efdfa338e,Individual,I,M,Jari Mayer,055 333 80 01,1950-09-03,"Blumstrasse 43
7677 Bellinzona",2021-08-11,
bea2afd0-83db-46f0-bdf0-08a6edbdb4de,Individual,I,F,Larissa Schneider,+41 61 776 22 94,1974-11-11,"Schweizerstrasse 232
9320 Zofingen",2022-08-11,
a3e7cddd-c55b-4e1f-804d-d248d651a3d9,Individual,S,,,,,,2016-03-19,
4f5abe70-3df2-4c1d-91a5-1d3bd8d929c3,Individual,I,M,Silvan Walter,055 717 03 46,1972-06-06,"Langstrasse 32
8719 Bülach",2021-03-24,
20eb19e9-56c3-4c27-9342-9a42676a9d60,Individual,I,F,Alicia Michel,+41 62 423 06 85,1984-01-21,"Gfellerstrasse 69
6057 Arth",2011-01-23,
3922c637-6f95-4110-9efa-d825b6e19e8c,Computer programming activities,B,,Roth Giger GmbH,+41 26 135 69 04,1958-11-26,"Hoferstrasse 56
3439 Birsfelden",2020-07-05,
a9873033-89b4-492a-82cb-accb0253a1a0,Individual,I,F,Jeanette Schäfer,033 907 76 80,1994-07-30,"Sidlerstrasse 28
9843 Pully",2018-04-20,
40f9117a-bded-44ad-8c97-d1e9ea999a91,Individual,I,M,Blerim Stadelmann,026 122 88 80,1966-01-20,"Betschartstrasse 3
7318 Freienbach",2011-07-14,
2e89b2eb-c9b3-44db-a97a-faf2884b2ceb,Individual,I,M,Markus Stauffer,+41 62 964 33 35,1976-07-25,"Lehmannstrasse 24
8588 Chêne-Bougeries",2015-01-14,
8de5c31f-ed86-4c7e-8eaa-d6a1acb636a7,Individual,I,M,Bernard Royer,+33 1 55 25 70 07,1987-01-23,"6, boulevard de Moulin
36472 Rocher",2014-11-07,
dd2d584a-685a-4f3b-bd9f-da06a69d0a8f,Individual,I,F,Vivienne Stutz,041 563 68 95,1975-07-09,"Hugstrasse 29
4187 Martigny",2010-12-31,
a270e541-d1ef-47c3-82ae-ec06619ac6eb,Individual,I,M,Carmelo Fehr,041 048 60 62,1994-01-07,"Vogtstrasse 5
6082 Riehen",2011-02-21,
c0c61e83-1e21-4fce-8562-76fec8835f49,Individual,I,F,Vlora Häfliger,027 596 47 78,1987-01-05,"Lüthistrasse 818
5812 Yverdon-les-Bains",2015-08-31,
91ac0726-0470-4262-a996-46987e08f3af,Individual,I,M,István Meyer,052 792 54 62,2002-01-20,"Gfellerstrasse 31
2654 Horgen",2021-01-14,
2a79bce1-882e-49f5-aa1b-ff61e9e7bdec,Individual,I,M,Ueli Kälin,044 869 88 12,1970-01-05,"Wengerstrasse 3
5999 Montreux",2013-05-05,
2d11bb5a-bdcc-410d-8f92-0d553cb292e9,Individual,I,F,Elodie Gerber,055 316 18 24,1982-10-21,"Huberstrasse 60
3586 Zürich",2011-10-23,
82777702-5a3a-49ea-94d0-89a4f383fc44,Individual,I,M,Michael Beck,044 111 47 92,1951-11-17,"Ammannstrasse 13
5238 Thalwil",2019-05-10,
a2d0415f-b525-427e-a380-8c344f9e740c,Individual,I,M,康弘 山下,59-0142-2532,1957-07-19,島根県青ヶ島村花島35丁目14番16号 クレスト千束368,2010-11-26,
61530ce9-04f0-4166-a79d-5742dbe161c3,Individual,I,F,Wanda Graf,081 896 25 10,1963-10-03,"Probststrasse 61
1014 Emmen",2011-01-13,
1bdb19ed-320d-41cc-b536-ec9397d153dd,Individual,I,F,Mercedes Wagner,052 906 09 48,1984-05-20,"Lehmannstrasse 5
1976 Val-de-Ruz",2018-12-27,
60a4419a-46b7-4451-9a5e-bc19c1eb24f0,Individual,I,F,Lorenza Furrer,031 800 44 40,1996-10-20,"Haslerstrasse 295
1534 Bernex",2013-06-17,
d40e8f51-e505-45c2-9b84-199411215813,Individual,I,F,Bruna Bachmann,+41 34 785 87 34,1963-12-04,"Lüthistrasse 46
8315 Neuhausen",2021-06-06,
151c5e01-bb7a-482a-a205-fdb81475efc8,Individual,I,F,Margrith Tobler,+41 55 174 12 30,1980-07-21,"Eugsterstrasse 63
4712 Lausanne",2016-08-27,
c8775253-c9a8-4662-8ac7-3faa1bf1b280,Individual,I,F,Sara Pace,290-252-7973x229,1997-11-06,"04629 Ford Lodge
Leslieport, UT 87848",2013-05-09,
3db0c46d-d5f9-4ae1-803c-98f78fa5040b,Individual,I,M,Fatmir Geiger,+41 32 365 89 45,1958-02-03,"Bosshardstrasse 9
1344 Bernex",2015-06-12,
1edfc62c-0e54-4b2d-812e-7b13abb76aba,Individual,I,M,Theophil Bolliger,081 841 02 01,1993-02-05,"Bärstrasse 3
2750 Kloten",2012-05-15,
668812b8-38da-43d0-a203-e24179738cc0,Lett. own or leased build. & dwell.,B,F,Wüthrich Lanz AG,056 443 35 30,1976-05-19,"Lustenbergerstrasse 2
3526 Solothurn",2021-01-13,
4d283e94-d4f6-48e7-854b-92ed4583fcf9,Individual,I,F,Emily Hoffmann,+41 44 732 29 82,1961-05-06,"Eggerstrasse 411
3274 Illnau-Effretikon",2014-04-04,
b97a6a77-58e4-4934-ae1e-8ee4dd0528f8,Individual,I,F,Jara Koch,+41 26 698 42 22,1958-03-17,"Schneiderstrasse 915
3800 Carouge",2010-05-12,
badcd37c-3742-45c1-bcae-024a89b1a86c,Individual,I,F,Fernande Scherrer,032 597 92 35,1964-04-05,"Merzstrasse 39
1252 Emmen",2020-01-28,
6127c9e3-5c5b-4aec-b1ce-d22defc2bb52,Individual,I,M,Louis Erni,026 679 95 94,1989-05-23,"Bergerstrasse 9
6130 Einsiedeln",2022-03-31,
3b7c0491-7e05-456d-9c70-4769930a9522,Individual,I,F,Domenica Sigrist,031 093 10 22,1996-01-05,"Winklerstrasse 8
3422 Wald",2014-03-02,
8678f25d-a5eb-46a2-a3c1-232add169563,Individual,I,M,Sandro Berger,+41 55 675 32 36,1996-07-12,"Schaubstrasse 59
6206 La Chaux-de-Fonds",2018-12-14,
8b8c5fe5-b713-47d4-9f2a-6921cb51c158,Individual,I,M,Alain Walder,+41 61 607 86 91,1973-08-25,"Scherrerstrasse 11
8186 Monthey",2011-03-17,
496930f9-67c7-4f07-b0b9-77415898a948,Individual,S,,,,,,2014-11-29,
380b95ca-8120-47d1-baf9-ec7bff99b408,Individual,S,,,,,,2018-08-22,
134d1830-da5e-4654-8c78-1bfc961269d8,"Accounting, bookkeeping activities",B,M,Lehmann & Cie.,031 080 77 72,1990-04-10,"Stockerstrasse 317
4545 Muttenz",2020-03-10,
5a013cf2-a842-4292-b391-2a87df18e038,Individual,I,F,Danica Probst,031 744 88 35,1990-10-04,"Rothstrasse 3
9281 Freienbach",2021-04-11,
57a2da35-2f47-405d-a9bf-9705d9ad339e,Individual,I,M,Marcus Zimmermann,081 626 53 21,1960-03-18,"Stockerstrasse 44
9617 Val-de-Travers",2021-09-10,
ea35f46a-bdd0-4362-b238-a3a5bd7ca4d8,Individual,I,F,Alexandrie Lemaire,0561569850,1962-02-18,"13, avenue Jules Devaux
62590 BègueVille",2010-07-17,
31819f96-44ac-4971-a985-f5f60346aeb2,Individual,I,M,Sébastien Kern,055 232 54 21,1952-10-21,"Jäggistrasse 39
1746 Bülach",2019-08-27,
3b0934d2-a248-4ec8-8985-a03b7964b6e4,Individual,I,F,Erina Stocker,+41 52 862 39 20,1969-04-10,"Gloorstrasse 29
5371 Langenthal",2021-06-26,
407a5d44-6777-4709-8c61-8d8b29511f07,Individual,S,,,,,,2012-10-24,
1c79ff86-24e5-4560-99b1-de2731b69293,Individual,I,M,Ferenc Pfister,+41 21 190 83 41,1974-04-17,"Bättigstrasse 78
8903 Plan-les-Ouates",2011-05-14,
f877e912-91f5-4c97-815f-f33baf54438a,Individual,I,M,Marcello Isler,+41 61 123 94 34,2002-01-04,"Langstrasse 36
9515 Stäfa",2020-02-05,
dd375c2b-423a-4f51-8f03-6e36962f46dc,Individual,I,M,Felipe Schoch,061 879 81 63,1956-01-03,"Käserstrasse 83
8922 Sitten",2018-12-07,
6ac0fdcc-2d1c-4962-bfe6-a3b42e099cf8,Commercial banks,B,F,Roos Schwab & Cie.,+41 32 957 61 77,2001-10-30,"Staufferstrasse 20
9324 Steffisburg",2014-09-11,
c818d845-9443-46c2-a1ed-a2215c86d606,Individual,I,,Erina Schaller,024 446 23 06,1962-09-30,"Forsterstrasse 7
9659 Le Grand-Saconnex",2017-09-21,
cf5fd4b9-f7f7-4e8c-a94c-93713f165ef3,Individual,I,F,Francesca Scherrer,034 823 93 71,1998-03-16,"Meilistrasse 414
6253 Neuenburg",2016-02-01,
a239d0fe-e0d0-46a8-9825-ad2d31e31748,Individual,I,M,Patrick Huber,+41 91 861 43 63,1959-10-15,"Friedlistrasse 54
5074 Schwyz",2011-11-07,
69e11bf5-d452-4569-a309-ef8d205c5435,Individual,I,M,Andri Bianchi,052 252 81 83,1990-03-09,"Bättigstrasse 415
7510 Reinach",2019-11-12,
02b941d5-f489-4e33-81e6-5c722d63e73d,Individual,I,M,Mateo Steiner,+41 27 970 02 98,1994-05-20,"Freystrasse 89
4293 Versoix",2012-07-06,
9a3f5d6b-f5f3-46bd-8cae-ced55a06b2a4,Individual,S,,,,,,2020-07-13,
4f4b299c-8ac6-47df-8b1f-8333015f6de9,Individual,I,,Luna Winkler,052 031 50 55,1990-08-09,"Hartmannstrasse 378
9193 Versoix",2014-09-27,
a507c2c2-e71b-4e2f-a5b8-bdb847310955,Individual,I,F,Zeynep Wirth,032 736 21 09,1995-10-20,"Bachmannstrasse 325
6196 Payerne",2022-10-01,
7e74c8bb-79ff-4e9f-8d7e-75a1c7f629d7,Individual,I,F,Joanne Tanner,+41 34 582 54 98,1964-03-07,"Wirzstrasse 7
1635 Münsingen",2021-05-17,
efedfd86-668e-4c84-a8c7-ff67bd30f77f,Individual,I,M,Abraham Gut,022 299 55 93,1991-02-18,"Meisterstrasse 872
1249 Kloten",2020-03-07,
bf22a7eb-9f94-4f0f-86d6-fb472acc369c,Individual,S,,,,,,2023-07-12,
ef490a43-9db5-47f7-a66c-735088a4f09b,Individual,I,F,Mirjam Gross,021 504 14 85,1984-01-17,"Gigerstrasse 59
6860 Wald",2014-12-12,
52e6b3c2-f045-4c1c-834e-0cd4a3af9fc0,Individual,I,F,Pauline Hofstetter,091 161 33 19,1982-11-23,"Studerstrasse 76
7421 Solothurn",2013-12-25,
870e32d1-eae3-4a9a-aeb7-a4337bed2456,Individual,I,F,Amélie Toussaint,+33 1 44 47 72 66,1978-12-11,"chemin Bazin
62587 Clerc",2010-12-20,
a9a5c174-bc58-47ac-9d52-e4049a574818,Individual,I,F,Liana Kunz,044 418 85 39,2001-08-25,"Meyerstrasse 36
1446 Yverdon-les-Bains",2018-01-12,
5f29830f-4c90-4a35-91e7-53e75c799a85,Buying & selling of own real estate,B,M,Zbinden Stöckli GmbH,+41 55 218 48 51,1973-07-09,"Hessstrasse 7
6062 Weinfelden",2012-07-29,
bca38ba8-f7a3-4b2f-b962-9fdc9950c709,Individual,I,F,Camilla Hotz,+41 31 928 40 05,1991-07-16,"Weberstrasse 64
3524 Weinfelden",2020-10-20,
ccba5052-415d-4a56-9dd3-08aac4210d78,Individual,I,F,Nicole Sigrist,056 855 31 71,1981-10-03,"Kägistrasse 40
7706 Flawil",2021-05-05,
6568b348-e89d-464f-927a-c8fb99cab0d6,Individual,I,F,Rosaria Meister,091 019 21 99,1987-07-28,"Benzstrasse 14
3096 Emmen",2010-08-18,
61c3d95a-9a41-4b6c-9aef-7b88ce942d7f,O. info. techno. & comp. serv. act.,B,M,Schlatter & Cie.,061 756 08 34,1985-04-01,"Herzogstrasse 17
6391 Kreuzlingen",2019-07-15,
307b8953-e1a6-4f8b-93d8-004e3ffbb36a,Individual,I,F,Tanya Wirth,044 694 85 84,1990-03-13,"Hermannstrasse 601
3964 Locarno",2020-04-30,
db700678-6353-4d4e-9060-196c4497e929,Individual,I,F,Karine Knecht,+41 56 365 66 72,1982-01-14,"Steinmannstrasse 51
1878 Richterswil",2021-06-05,
315c378b-76d2-4ffd-a8f6-5231dade5eaa,Computer consultancy activities,B,F,Grob & Cie.,+41 26 582 19 84,1992-02-02,"Amreinstrasse 78
4093 Reinach",2017-08-13,
16663a9d-3124-45e4-b3d9-c45f6d50249a,Individual,I,M,Renato Hug,071 085 10 05,1965-02-14,"Reystrasse 94
3189 Wohlen",2017-02-19,
8434ac92-9252-4eac-b47f-2962c599d747,Individual,I,F,Margarida Isler,+41 34 264 89 68,1999-09-22,"Kochstrasse 7
9865 Muttenz",2018-06-23,
0c76b899-78e0-459e-8fc5-969d6407d983,Individual,I,M,Peter Schärer,+41 91 835 24 82,1960-04-21,"Martinstrasse 570
9283 Frauenfeld",2012-11-18,
d8b64ed6-2257-4161-a005-6328a1e60155,Individual,I,M,Peter Zimmermann,+41 71 344 75 47,1990-05-27,"Moserstrasse 12
2363 Genf",2010-12-17,
7cae57da-4d02-40ab-b7f3-77a4dad0dfbc,Individual,I,F,Anna-Maria Hofstetter,+41 21 442 75 91,1956-10-01,"Schweizerstrasse 2
4001 Locarno",2013-07-28,
c052f220-8225-4159-ba63-7d8a96720cee,Individual,I,F,Estelle Hofmann,081 703 87 92,1962-03-10,"Schürchstrasse 90
9385 Aarau",2016-11-28,
1688a2c2-4092-419c-ba7f-aedb07834b2c,Individual,I,F,Renata Herzog,+41 61 378 23 84,1993-12-22,"Wyssstrasse 930
4267 Uzwil",2010-10-19,
b54e00e5-a887-4d6d-8592-18ec71a0e154,Individual,I,F,Hermine Schäfer,034 340 86 56,1962-01-28,"Bolligerstrasse 244
9803 La Tour-de-Peilz",2011-04-13,
cf747bb0-dd30-438c-8cb0-e4af6efae573,Individual,I,F,Dominique Leunberger,+41 26 903 65 24,1993-04-29,"Pfisterstrasse 1
7522 Thun",2019-10-16,
03dad80e-bcf8-4731-92c4-bbd6c48dfc98,Individual,I,M,Benedikt Bauer,06937 35757,1971-10-06,"Kadeweg 7605
01016 Brand",2018-10-05,
8f8ebbb0-f557-4094-8691-6bc4fd9e50a3,Individual,I,,Rosalba Wirz,055 416 72 53,1963-02-11,"Moserstrasse 803
4752 Vernier",2012-11-30,
4c6fa064-b971-4da9-b206-2d17f08be6b2,Individual,I,F,Vivian Steiger,024 009 73 25,1980-04-04,"Ernststrasse 47
9897 Martigny",2015-08-20,
bd19d0df-ed2f-417b-ab50-327da5c40d2d,Individual,I,M,Karsten Näf,062 122 89 02,1991-07-27,"Schneiderstrasse 68
1667 Sursee",2017-02-05,
3ddc2701-eae9-4c04-adb4-43811740374c,Individual,I,M,Valentino Spörri,+41 24 192 20 31,1979-06-27,"Tannerstrasse 89
2935 Zofingen",2018-06-22,
b94e9165-3bb6-4c3a-859c-1f05980a7e4f,Individual,I,F,Nives Braun,044 130 44 71,1995-08-09,"Sutterstrasse 5
4592 Rüti",2014-03-02,
df8907b6-3d7d-479c-ac71-81f21baf68cd,Individual,S,,,,,,2019-12-05,
0639ef59-1fcd-4a6e-97b5-fa80f0a45f2e,Individual,I,M,Hans Weibel,+41 62 441 38 36,1957-02-28,"Stettlerstrasse 74
6455 Val-de-Ruz",2020-07-24,
dc3cfe23-0e0c-462e-a790-8f639a24b17d,Individual,I,F,Nancy Sigrist,+41 43 577 20 19,1985-12-31,"Frickstrasse 73
5820 Riehen",2015-06-01,
14618abf-0334-462c-9324-f45e372ed695,Individual,I,M,Milo Baumgartner,062 549 00 39,1966-08-14,"Walderstrasse 13
4348 Adliswil",2014-01-14,
5cf1de9d-3177-466c-90ba-ec3709dab93d,Individual,I,M,Ricky Manning,+1-847-924-9540x5589,1960-11-28,"470 Vanessa Courts
North Tara, CA 72945",2012-05-30,
d5bfa94e-dd63-4c1d-ac88-20d9aad9be5f,Individual,I,M,Fabrizio Imhof,+41 33 438 30 16,1971-02-01,"Studerstrasse 239
2081 Zofingen",2013-11-02,
84710a37-be4b-4529-a946-ec9893f65fbd,Individual,I,F,Maëlle Bucher,032 499 27 56,1958-04-28,"Felberstrasse 77
4719 Thônex",2015-05-30,
7a08ea45-3151-406d-8e2e-19a715086141,Individual,I,M,Jules Christen,+41 31 629 20 26,1979-10-10,"Mayerstrasse 49
7182 Kloten",2014-10-17,
ebd4aaa7-b74c-4e20-bc60-208c2a51e3ef,Individual,S,,,,,,2016-07-25,
0c247633-9d92-4e96-9668-16f47b673548,Individual,I,F,Kunigunde Hauffer,04567 00479,1991-04-07,"Jäkelplatz 46/98
59099 Bautzen",2013-02-18,
10b513e1-99dc-484c-8a66-3ed26f390067,Individual,I,F,Dunja Stauffer,+41 32 486 87 32,1983-03-18,"Leunbergerstrasse 318
5413 Veyrier",2014-06-27,
4f4aed16-6dc9-4776-83a3-158405002d69,Individual,S,,,,,,2021-10-26,
668080dc-a557-4fd7-86b7-b4277b79f96d,Individual,I,F,Marika Bosshard,044 423 01 60,1984-08-24,"Ernststrasse 20
8566 Bellinzona",2021-08-18,
d1410583-62bb-4c09-80e8-28335a5a1407,Individual,I,,Greta Eichenberger,022 904 16 01,1973-02-16,"Schäferstrasse 58
7452 Cham",2016-06-11,
79f81fd5-606b-4dd8-a700-7d4b254cd44e,Individual,I,F,Joëlle Felber,+41 32 600 98 06,1956-10-23,"Steinerstrasse 983
6823 Aigle",2015-08-06,
55c35db1-a464-4444-9c29-4f573c0320b5,Individual,I,M,Sascha Mäder,+41 61 300 03 67,1953-09-20,"Studerstrasse 10
7671 Sarnen",2014-08-30,
ad903e4c-3f8d-4d14-8e48-c408e7b351e9,Individual,I,M,Oskar Imhof,+41 26 884 85 07,1973-04-09,"Favrestrasse 620
3129 Brig-Glis",2022-07-07,
b37c8cac-f9c9-4d63-8b35-804e869e8976,Individual,I,F,Louise Albrecht,+41 55 433 75 78,1958-09-02,"Bättigstrasse 95
2887 Veyrier",2014-07-22,
